,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer
5318,Kochi,2016,72118,Diesel,Manual,First,15.4,2179.0,120.0,8.0,10.23,Mahindra
5319,Bangalore,2010,83000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5,Honda
5320,Mumbai,2016,7523,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.15,Volkswagen
5321,Mumbai,2014,34670,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.9,Maruti
5322,Ahmedabad,2016,30000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,Hyundai
5323,Chennai,2017,17000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,31.0,Ford
5324,Delhi,2015,59261,Diesel,Manual,First,24.0,1186.0,73.97,5.0,4.25,Hyundai
5325,Kochi,2016,65210,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.48,Maruti
5326,Bangalore,2016,19000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.25,Hyundai
5327,Hyderabad,2012,50000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3.0,Maruti
5328,Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,29.5,BMW
5329,Mumbai,2007,75000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1.49,Honda
5330,Pune,2013,54534,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.65,Hyundai
5331,Ahmedabad,2018,13000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,10.9,Ford
5332,Bangalore,2015,48808,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.3,Maruti
5333,Pune,2012,63001,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,6.11,Maruti
5334,Hyderabad,2015,64771,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15.5,Toyota
5335,Mumbai,2016,34634,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.9,Honda
5336,Bangalore,2012,69242,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.69,Maruti
5337,Kochi,2011,33292,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.19,Maruti
5338,Pune,2012,55000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,3.75,Hyundai
5339,Pune,2019,1000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.6,Hyundai
5340,Chennai,2011,80000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.85,Honda
5341,Coimbatore,2016,65003,Diesel,Automatic,First,13.6,4134.0,382.0,5.0,67.83,Porsche
5342,Coimbatore,2019,16573,Petrol,Manual,First,17.8,1198.0,86.7,5.0,9.31,Honda
5343,Pune,2008,152633,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.0,Honda
5344,Bangalore,2015,53000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5,Hyundai
5345,Hyderabad,2017,50129,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.3,Hyundai
5346,Hyderabad,2013,63716,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,23.0,Audi
5347,Mumbai,2018,11000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.35,Maruti
5348,Chennai,2012,115000,Diesel,Automatic,Third,15.06,1995.0,177.0,5.0,10.0,BMW
5349,Delhi,2013,63265,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95,Hyundai
5350,Pune,2016,20000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.75,Volkswagen
5351,Pune,2010,79000,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,2.44,Volkswagen
5352,Mumbai,2015,41000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.85,Maruti
5353,Kochi,2015,26323,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.4,Volkswagen
5354,Pune,2016,76000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.8,Hyundai
5355,Hyderabad,2008,69972,Petrol,Manual,First,13.5,1799.0,130.0,5.0,3.8,Honda
5356,Kolkata,2008,69000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.7,Honda
5357,Jaipur,2016,65000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.21,Mahindra
5358,Hyderabad,2016,29512,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.9,Honda
5359,Kolkata,2017,51000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,4.2,Hyundai
5360,Mumbai,2014,58003,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.75,Renault
5361,Hyderabad,2013,56500,Petrol,Automatic,First,16.98,998.0,66.1,5.0,3.45,Maruti
5362,Bangalore,2014,29063,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75,Audi
5363,Coimbatore,2018,46811,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.59,Mahindra
5364,Coimbatore,2014,31897,Petrol,Manual,First,18.06,1198.0,74.96,5.0,4.69,Renault
5365,Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,7.5,BMW
5366,Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5,Toyota
5367,Kolkata,2009,31423,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.99,Honda
5368,Chennai,2014,75180,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25,Maruti
5369,Mumbai,2013,75000,Diesel,Manual,Second,19.64,1461.0,108.45,5.0,5.4,Renault
5370,Mumbai,2014,15000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.9,Volkswagen
5371,Mumbai,2015,12000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,5.8,Hyundai
5372,Pune,2014,32000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,30.5,BMW
5373,Hyderabad,2017,44504,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.6,Maruti
5374,Ahmedabad,2012,66000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,23.0,Mercedes-Benz
5375,Jaipur,2015,39437,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.15,Maruti
5376,Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.48,Hyundai
5377,Bangalore,2016,17800,Petrol,Automatic,Second,21.9,624.0,37.48,4.0,2.38,Tata
5378,Hyderabad,2009,71346,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3.8,Maruti
5379,Delhi,2015,45000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.5,Hyundai
5380,Hyderabad,2010,85155,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.55,Hyundai
5381,Mumbai,2015,48823,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.35,Maruti
5382,Delhi,2015,37000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,36.0,Land
5383,Hyderabad,2005,92000,Diesel,Manual,Second,16.1,1405.0,70.0,5.0,1.1,Tata
5384,Mumbai,2014,36000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,3.7,Tata
5385,Delhi,2016,24569,Diesel,Manual,First,16.0,1997.0,140.0,7.0,13.5,Mahindra
5386,Mumbai,2008,95000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,2.85,Honda
5387,Coimbatore,2015,25811,Petrol,Manual,Second,25.4,624.0,37.5,4.0,2.13,Tata
5388,Ahmedabad,2015,65000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,7.75,Hyundai
5389,Chennai,2017,100400,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.85,Tata
5390,Jaipur,2014,76414,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.95,Honda
5391,Kochi,2012,82103,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.2,Mahindra
5392,Pune,2013,98000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17.5,BMW
5393,Pune,2010,45252,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2.25,Hyundai
5394,Delhi,2017,10300,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.75,Maruti
5395,Kochi,2016,42024,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.73,Hyundai
5396,Kochi,2018,51236,Diesel,Manual,First,25.47,1248.0,88.5,7.0,8.49,Maruti
5397,Mumbai,2013,52000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,25.0,Mini
5398,Coimbatore,2015,42894,Diesel,Manual,First,23.2,1248.0,73.94,5.0,5.59,Maruti
5399,Mumbai,2011,68000,Diesel,Automatic,First,15.6,1896.0,106.0,5.0,4.8,Skoda
5400,Delhi,2014,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45,Ford
5401,Pune,2017,10000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.5,Hyundai
5402,Chennai,2015,16000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.35,Honda
5403,Kolkata,2013,46992,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.75,Honda
5404,Pune,2010,170000,Diesel,Automatic,Third,18.48,1995.0,177.0,5.0,12.0,BMW
5405,Delhi,2014,58000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,32.0,Audi
5406,Jaipur,2015,50000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,4.0,Hyundai
5407,Kolkata,2011,39010,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.6,Nissan
5408,Jaipur,2016,26946,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.45,Hyundai
5409,Pune,2015,28700,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,Hyundai
5410,Chennai,2011,60000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,16.0,Mercedes-Benz
5411,Delhi,2014,38999,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,32.5,Land
5412,Mumbai,2016,39000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,13.85,Mahindra
5413,Coimbatore,2018,7784,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.76,Maruti
5414,Kochi,2014,45710,Petrol,Automatic,First,11.8,3498.0,272.0,7.0,23.68,Mercedes-Benz
5415,Chennai,2017,42000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,5.5,Maruti
5416,Coimbatore,2013,75995,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65.81,Land
5417,Kolkata,2013,57000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99,Renault
5418,Chennai,2013,85350,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.7,Hyundai
5419,Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,11.99,Toyota
5420,Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,29.99,BMW
5421,Chennai,2018,13900,Petrol,Manual,First,18.88,1499.0,110.4,5.0,9.5,Ford
5422,Hyderabad,2014,108000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.5,Maruti
5423,Bangalore,2016,36000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,23.0,Hyundai
5424,Hyderabad,2013,62188,Diesel,Manual,First,17.2,1396.0,53.5,5.0,2.95,Tata
5425,Kochi,2015,58397,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.9,Hyundai
5426,Chennai,2006,85000,Petrol,Manual,Third,0.0,1086.0,0.0,5.0,1.3,Hyundai
5427,Delhi,2016,30000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4.25,Maruti
5428,Kochi,2018,29907,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.36,Mahindra
5429,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9.95,Audi
5430,Bangalore,2012,65000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.5,Volkswagen
5431,Delhi,2016,22000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.25,Maruti
5432,Chennai,2002,99024,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.95,Maruti
5433,Kochi,2016,34952,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.01,Hyundai
5434,Kochi,2019,13913,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.2,Honda
5435,Chennai,2014,71000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.2,Honda
5436,Chennai,2012,97000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16.75,Toyota
5437,Delhi,2017,21000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.5,Mahindra
5438,Mumbai,2007,116000,Diesel,Manual,Third,10.9,2499.0,0.0,7.0,3.75,Ford
5439,Kolkata,2012,110438,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.5,Ford
5440,Coimbatore,2017,66507,Petrol,Automatic,Second,19.0,1199.0,88.7,5.0,5.43,Honda
5441,Coimbatore,2017,54650,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,30.35,Ford
5442,Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,7.99,Nissan
5443,Coimbatore,2011,75378,Diesel,Manual,First,18.7,1896.0,66.0,5.0,3.59,Skoda
5444,Chennai,2012,82697,Diesel,Manual,First,25.44,936.0,57.6,5.0,1.9,Chevrolet
5445,Chennai,2009,135000,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,4.7,Toyota
5446,Chennai,2012,149000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.25,Renault
5447,Kochi,2016,26212,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.46,Mercedes-Benz
5448,Pune,2014,23500,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,3.9,Tata
5449,Coimbatore,2013,56127,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5.15,Hyundai
5450,Mumbai,2015,26000,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,3.65,Maruti
5451,Kolkata,2016,26000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.0,Hyundai
5452,Kolkata,2009,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.3,Honda
5453,Pune,2001,130000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,0.75,Hyundai
5454,Kochi,2009,137148,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,1.85,Hyundai
5455,Kolkata,2010,114703,Petrol,Manual,First,15.6,1196.0,70.0,5.0,1.8,Ford
5456,Kochi,2014,97439,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.41,Honda
5457,Chennai,2006,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.0,Maruti
5458,Hyderabad,2014,81609,Diesel,Manual,First,17.8,1248.0,0.0,5.0,5.55,Maruti
5459,Bangalore,2014,28000,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,31.75,Mercedes-Benz
5460,Bangalore,2015,37500,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,32.0,Audi
5461,Hyderabad,2010,37000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,21.0,Mercedes-Benz
5462,Ahmedabad,2010,83000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2.75,Maruti
5463,Coimbatore,2005,79012,Petrol,Manual,First,13.4,1794.0,125.0,5.0,2.64,Toyota
5464,Kochi,2018,27395,Diesel,Manual,First,15.4,2179.0,120.0,7.0,14.19,Mahindra
5465,Jaipur,2017,35362,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.85,Maruti
5466,Delhi,2014,117000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.5,Toyota
5467,Mumbai,2010,23000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,1.9,Maruti
5468,Kochi,2014,59508,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.26,Tata
5469,Chennai,2009,69000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.4,Hyundai
5470,Bangalore,2010,58000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11.5,BMW
5471,Jaipur,2014,88511,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.25,Mahindra
5472,Pune,2011,66000,Petrol,Manual,First,15.8,1598.0,105.0,5.0,2.75,Volkswagen
5473,Delhi,2009,65000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1.4,Skoda
5474,Coimbatore,2015,30676,Petrol,Manual,First,25.4,624.0,37.5,4.0,2.9,Tata
5475,Chennai,2011,76000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.4,Ford
5476,Pune,2013,23627,Petrol,Automatic,First,14.8,1598.0,105.0,5.0,4.75,Volkswagen
5477,Kochi,2018,52827,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.76,Land
5478,Kochi,2015,64465,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.22,Honda
5479,Chennai,2018,14000,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.5,Renault
5480,Mumbai,2015,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.25,Hyundai
5481,Hyderabad,2011,78203,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,5.5,Chevrolet
5482,Mumbai,2017,27000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.95,Hyundai
5483,Coimbatore,2018,31919,Petrol,Automatic,First,24.07,998.0,67.1,5.0,4.56,Maruti
5484,Coimbatore,2016,47392,Diesel,Manual,First,20.5,1582.0,126.2,5.0,13.82,Hyundai
5485,Mumbai,2016,17362,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.65,Honda
5486,Kochi,2016,49716,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6.2,Hyundai
5487,Delhi,2014,48000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.25,Maruti
5488,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,8.5,Audi
5489,Bangalore,2016,79000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,7.25,Hyundai
5490,Pune,2013,57000,Diesel,Manual,First,21.8,1461.0,78.0,5.0,4.61,Renault
5491,Delhi,2016,29754,Petrol,Manual,First,16.2,1199.0,74.0,5.0,5.3,Volkswagen
5492,Ahmedabad,2012,50123,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.9,Tata
5493,Kochi,2012,57184,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.09,Hyundai
5494,Mumbai,2007,75000,Diesel,Automatic,Second,16.46,2993.0,258.0,5.0,9.5,BMW
5495,Mumbai,2015,26000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.65,Hyundai
5496,Delhi,2016,22129,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.25,Hyundai
5497,Hyderabad,2011,127887,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2.95,Maruti
5498,Hyderabad,2006,92000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,3.45,Mahindra
5499,Hyderabad,2011,60634,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.3,Hyundai
5500,Hyderabad,2014,90000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8.0,Tata
5501,Kolkata,2009,59000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.71,Honda
5502,Hyderabad,2012,59293,Petrol,Manual,First,18.2,998.0,67.1,5.0,2.7,Maruti
5503,Mumbai,2012,80753,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,4.5,Maruti
5504,Delhi,2015,40000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,18.75,Toyota
5505,Pune,2014,103000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,5.25,Maruti
5506,Hyderabad,2012,72389,LPG,Manual,First,26.2,998.0,58.2,5.0,3.2,Maruti
5507,Pune,2017,48000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,6.0,Maruti
5508,Kolkata,2014,41000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.14,Hyundai
5509,Jaipur,2016,26000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.55,Renault
5510,Jaipur,2012,30000,Petrol,Manual,Second,15.64,1193.0,64.08,5.0,2.3,Tata
5511,Hyderabad,2014,74624,Diesel,Manual,First,20.0,1399.0,68.05,5.0,5.65,Ford
5512,Kochi,2015,47877,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,48.22,Porsche
5513,Jaipur,2016,35000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.0,Maruti
5514,Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1498.0,103.2,5.0,7.5,Volkswagen
5515,Bangalore,2005,90000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,2.6,Mahindra
5516,Mumbai,2018,1400,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,61.25,BMW
5517,Chennai,2009,122000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.5,Honda
5518,Kochi,2016,21110,Petrol,Automatic,First,17.44,1998.0,189.08,4.0,28.95,Mini
5519,Pune,2015,78000,Diesel,Automatic,First,13.5,2477.0,175.56,6.0,15.0,Mitsubishi
5520,Jaipur,2012,72000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.25,Maruti
5521,Hyderabad,2006,48000,Petrol,Automatic,First,8.6,5998.0,552.0,4.0,59.0,Bentley
5522,Pune,2013,43486,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.6,Maruti
5523,Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,5.2,Toyota
5524,Chennai,2010,34000,Petrol,Manual,First,11.7,1796.0,178.0,5.0,10.0,Mercedes-Benz
5525,Bangalore,2016,37944,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,35.0,Mercedes-Benz
5526,Mumbai,2017,30000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8.75,Ford
5527,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.57,Toyota
5528,Delhi,2012,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.5,Hyundai
5529,Chennai,2005,105000,Petrol,Manual,First,0.0,999.0,0.0,5.0,1.75,Hyundai
5530,Kochi,2014,59885,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,20.11,Land
5531,Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494.0,102.0,8.0,7.8,Toyota
5532,Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.61,Hyundai
5533,Pune,2007,72000,Petrol,Manual,Second,17.0,1086.0,0.0,5.0,1.11,Hyundai
5534,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,4.6,Nissan
5535,Ahmedabad,2015,97003,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,85.0,BMW
5536,Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.25,Honda
5537,Delhi,2013,45000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,3.3,Honda
5538,Bangalore,2013,100000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,17.75,Toyota
5539,Delhi,2016,70000,Diesel,Automatic,First,12.97,2179.0,187.7,5.0,35.0,Land
5540,Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.39,Hyundai
5541,Chennai,2012,81000,Diesel,Manual,First,25.44,936.0,56.3,5.0,2.5,Chevrolet
5542,Kochi,2017,20789,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18.36,Toyota
5543,Jaipur,2015,68310,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.95,Maruti
5544,Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,11.0,Hyundai
5545,Delhi,2014,47000,Diesel,Automatic,Second,12.65,2993.0,255.0,5.0,64.75,Land
5546,Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6.3,Honda
5547,Kochi,2017,17702,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.94,Hyundai
5548,Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,5.95,Volkswagen
5549,Ahmedabad,2017,37000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.0,Honda
5550,Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.53,Hyundai
5551,Bangalore,2012,32510,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,3.75,Ford
5552,Pune,2014,88000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,27.0,BMW
5553,Pune,2012,116000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,9.95,Mitsubishi
5554,Jaipur,2013,156000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4.2,Renault
5555,Delhi,2010,75319,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,2.0,Maruti
5556,Kolkata,2013,28000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.25,Hyundai
5557,Bangalore,2017,16500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,34.0,Mercedes-Benz
5558,Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,30.37,BMW
5559,Kochi,2018,32854,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,12.6,Hyundai
5560,Kochi,2019,6568,Petrol,Manual,First,25.17,799.0,53.3,5.0,5.09,Renault
5561,Bangalore,2014,30000,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,24.5,Audi
5562,Kochi,2018,17804,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,7.97,Maruti
5563,Delhi,2011,69768,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2.9,Honda
5564,Kochi,2016,62404,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,21.33,BMW
5565,Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,6.5,Hyundai
5566,Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396.0,88.7,5.0,12.15,Hyundai
5567,Kolkata,2014,17000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,4.25,Volkswagen
5568,Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.84,BMW
5569,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997.0,152.0,5.0,3.0,Honda
5570,Chennai,2012,80000,Diesel,Manual,First,19.72,1461.0,108.45,5.0,6.75,Renault
5571,Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.65,Hyundai
5572,Pune,2013,58000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,7.5,Volkswagen
5573,Kochi,2018,35480,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.34,Hyundai
5574,Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.9,Maruti
5575,Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.98,Hyundai
5576,Mumbai,2014,9200,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.75,Hyundai
5577,Kolkata,2012,55339,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.65,Volkswagen
5578,Kolkata,2011,55476,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.49,Volkswagen
5579,Pune,2007,68553,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,1.5,Maruti
5580,Kochi,2016,67376,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.5,Honda
5581,Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,8.0,Renault
5582,Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,30.85,Toyota
5583,Kochi,2014,93144,Diesel,Automatic,First,14.7,1984.0,181.0,5.0,17.15,Volvo
